sentence1,sentence2,label
为什么综合考评过不了,为什么还款后，在次借款，显示综合评分不足,0
20号卡内有钱 为什么还逾期,你好4月26日还款，是不是25日24点前存入,0
最高有多少额度,最高申请额度多高,1
想问我还了钱，微粒贷干嘛没有了,我已经尝试过关机，开机后微粒贷图案还是不见了,1
怎么开通,我申请“微粒贷借款”，只是没看清需要补充的身份证最后四位而错输入几次就被取消资格，可不可以重新申请？发自我的iPhon,0
为什么邀请我开通了微粒贷，我会没有额度,为什么我被推广了，但没有额度,1
全额还款后可以在借么,主动还款必须是还清全部欠款啊！,0
申请其他银行卡还款,我用其它卡还本期的行吗,1
逾期后,还不扣钱啊,0
现在能否取消贷款？,取消借款功能,0
你好！我刚申请到7天免息期，那如果我要借4万，7天后就还款，需要付利息吗？,一次七天免息机会领取,0
可以直接提现金使用吗,微货的钱，可以取现明？,1
现在不能提升额度吗,5如果提升额度，,1
我存入定期的存款如何提取,定期存款利息,0
借钱必须绑定借记卡吗,如果微信没绑定银行卡就不会被邀请当微粒贷的客户吗,0
每个月还款日几号,还麻烦发一下还款日期和金额。,1
我想现在提高额度可以吗,我的额度是多少,0
什么时候可以微贷粒 怎么申请,什么时候可以再借款呢,0
你好，我想问下我这期可不可以下月再还？,七天内一定还款,1
为什么从开始到现在一直没额度,为什么我的额度还了三期了，还没有额度呢,0
如果我提前把微粒贷还清  可不可以在借,想提前还清,0
身份证号码不对,怎样添加身份证,0
用电脑登录可以找得到微粒贷吗,我没手机qq钱包,0
怎样 才能符合审批条件？,如何满足审批,1
几号激,好久开÷放,1
我手机没有,pc端公众号,0
什么时候扣还款的钱？,什么时候扣费啊？不能自己还款吗,1
如何借款,怎么那么慢,0
不可以从微信钱包里扣吗,你好，借钱到账是到卡里，还是微信账号,0
不会有信息流失吧,什么信息格式就可以,0
不知道还款日每一笔都一样,昨天应该还款误了，今天不算迂期吧,0
提前还款利息免吗？？？,如果提前还款怎么算,1
为满足微众审批要求是怎么了,为什么我的说未满是微信公众银行审批要求,1
为什么借款后显示银行电话确认，几个小时还没有接到电话,你好，昨晚借款后，需要打电话过来验证，可是我错过了一次电话验证，怎么办？,0
为啥会借款失败 到我了没有,为什么我借款不成功，几次了,1
还款失败什么原因？,如果中途还款一部分怎么算,0
如何更改号码,你好，我的手机号码已经更改,1
绑定手机号没更改？,银行预留电话不一样,1
为什么要输入密码,为什么验证密码总是错的,0
如何拿优惠券,怎么领优惠券,1
25000是可以取现的吗,为何提现不了,0
怎么样升额,您好，我想问下可不可人工提额,0
还清证明,你好，请问下微粒贷还清过后，怎么办理结清证明,0
17点还未扣款,不是说好的5点扣款吗,1
我要如何才能通过你们的综合评估,怎么通过综合评价？,1
如何解除绑定银行卡,我的卡充了钱也消费不了,0
如果下月发工资了可以一起全部还了吗,一个月内可以还清吗？,0
还清证明,我需要还款结清证明,0
能现在取消申请借款,不好意思，好玩。不需借款。请取消,1
你们邀请太慢了 能不能帮我开通微粒贷,何时我可以申请微粒代呢,0
为什么我最后确认借钱那里总是显示我输入错误次数太多借款失败？,出现身份证输入错误，可我输的都对的，说无法借款,1
还款说失败了呢，卡上有钱的,我二号还款不成功 是为什么？ 我很确认里面的钱是足够的,1
你好。我能贷款吗,你好我能参加我粒贷吗,1
不是十五分钟可以到帐吗？,不是你的客户可以借钱吗？,0
免息期内一次性还清 还需不需要利息？以及违约金,7天免息的话就是我借10万在7天内还款一分费用也不用吗,1
怎么才有资格有微粒贷,借款条件,1
要提供哪些材料才能通过审核,审核结束是什么意思？,0
我下载了 看不到我的额度,为啥邀请了，没有额度,0
我昨天晚上申请了借款，电话什么时候确认,我还完两笔了。怎么还没恢复额度,0
可以用其他银行卡进行还款吗？,其它银行卡可以分期还款嘛,1
借款有手续费吗,利息计算有误,0
/睡什么时候有资格,一个人可以申请几次？,0
不好意思忘记存了,下午忘记存了，刚刚存进去科,1
快点关了吧,如何注销微粒贷,1
QQ申请了 他说等待电话确认 要多久 都过了两天了,24小时  过去了  还没来电话确认,1
“查询”,这个月还多少,0
17:00没有急时还款 可以过17:00还么,我16号凌晨是扣款日。17日可以吗,1
我银行卡里面没微粒贷,我的账户可以申请微粒贷吗？,0
我只借几天可以吗,最低可以借多长时间,1
我的还清证明开出来了吗,第一笔还清以后多久能申请第二笔款项,0
已经过一天了，卡上一值有钱啊,1号能自动还款不的,0
你好！我在银行保留的电话号码已更换，为何你们系统发验证码仍然发原来号码,为什么借钱只发验证码过来，而不借钱成功或失败？,0
微信微粒贷和qq钱包的有区别么？,QQ微粒货和微信是一样的吗,1
身份信息输入错误过多无法借款什么意思,借钱不成功,0
可以帮我开个结清证明吗？我这边房屋贷款需要这个证明,刚通过电话，请尽快将结清证明发给我,1
11号还款日扣款失败12号还有没有影响,你好因为上午扣款失败，我已经存上钱了，为什么没扣，会不会影响信用,1
关闭后再开通,有微粒贷额度通知信息的时候微信钱包里会显示微粒贷窗口吗？,0
有人吗？,您好，我想问下，假如我现在把钱还了，以后还能贷出来吗,0
已经修改了还款顺序。,如何更换还款金额,0
我完成操作了，什么时间扣款,19号几点开始扣款,1
我无有哦,怎么参与,0
怎样才可以拥有微粒贷啊,微粒贷我微信怎么没有,1
什么时候能用,微粒贷逐步放开中,0
可否提现？,提款,0
苹果系统木有,请问微粒贷现在苹果系统能用吗？,1
一直要输入密码和验证码是什么问题,密码密码密码密码密码密码密码密码密码密码密码密码密码,0
我这月的借款。你们扣了吗,提前还款。就清数了吗,0
微粒贷一般怎么计息？,5000元利息是多少,0
为什么有额度却不放款？,额度是不是还完还可以再用,0
为什么我QQ钱包没有这项微粒贷功能,为什么我不能,1
10000换多少钱,因我本人来南京忘记充卡。明天充足余额还可以,0
为什么我手机没这功能？,为什么手机打不开,1
从哪里查额度,额度是怎么授信的,0
开通y,R如何开通,0
现在没有钱全部还清，不能换卡还款吗,不可以晚一天还款吗,0
一万元一天多少？,100元一天多少钱,1
不能按时还款。最早推迟几天？？,就是我19号有一笔款要还，能不能延期一天呢？,1
我要代款怎么操作,有什么办法贷款？,1
微信6.2的版本没有微粒贷吗？,2，我可以申请微粒贷吗？,0
为什么今天不扣款？,为什么7月11号的还款不扣,1
怎么才可以证明身份证,怎么验证身份证,1
为什么我收不到信息,借款后，有没有提醒还款,0
我借1500，利息一个月多少钱?,怎么这利息比第一次高了啊,0
开通微粒,开通  借款,1
1如何借款,你好！微信里有这个贷款项目吗？,0
为什么为什么别人微信都没有，只有我的微信有借钱,微信红包没有微粒贷功能,0
怎么计算利息,这个利息是按天算吗？,0
10000元钱，一天要多少利息,一万的额度每天利息多少,1
什么时候可以做贷款,什么时候可以确认是否借款成功？是否可以退借款？,0
开通了为什么不能借款,在不在，为什么我的朋友没有借款这个功能,0
如何提高额度 申请提高额度,很久了都不给提额,0
就是早上九点多的时候打过来一次确认电话，但是我没有接到,电话验证输错过多怎么办,0
怎么手动还款,可以用信用卡还款吗,0
一月能贷多少金额,10000的额度,0
那你说说，如何办银行卡,换卡,0
不知道怎么还款,有微粒贷之前可以用但现在钱还完了就不能用,0
你好，我怎么才能下载开户,l开户,0
取消刚才的借款,不借了，不用打电话了,0
审核人员多久联系我 错过审核电话,估计我们缘份还要等多久,1
多少时间才能得到贵公司邀请,打了没接到,0
帮我取消掉,刚才的取消了,0
为什么说我身份证输入多次啊,身份证尾号x为什么不能用,0
为什么它没有自动扣款，我卡里有钱,为什么我银行上有钱，还是扣款失败,0
我的身份证信息错误,身份信息输入错误,1
10000一个月是多少,当天借款分五个月我用了10天还款怎么记利息,1
iphone手机可以用微粒贷,iPad上微信能申请微粒贷？,1
改换还款人和银行怎样操作,第一次扣款失败，按短信提示后修改消费顺序，下一步如何还款？,0
为什么我还款了现在不能借了,还款后，不能在借吗？,1
:审核失败,‍为什么‍说‍我‍名字‍有问题,0
财付通绑定银行卡,财付通绑定银行卡如何下载,0
为什么我没有呢？,什么时候我也可以使用 我同事都开通了，就我没有！,0
不是3分钟到账吗，为什么都过了几小时了，还没到账,40000元借款要多长时间到账？,0
电话审核多长时间通过,审核时间需要多久？,0
多长时间,到我了？,1
21号卡上有钱为什么还没还款,今天借款26000 分5个月 十天后全额还款,0
腾讯公司还是那么恶心,腾讯信用,0
我刚提交了借款，怎么没有成功呢,你好！我刚才试下，第一次显示我可借8000元，但当我了解下借款的热点问题时，就说审批不成功。想知道！,0
额度为什么降了,额度怎么降了,1
请问即将推出什么产品？,下星期有产品吗,1
为什么从昨天开始没有人联系我,什么时候能知道审批结果,0
提前还款还要收取余下时间的利息吗？,我想借10000块，时间是30天，要多少利息,0
刚才没接到您的电话,电话刚刚未接到,1
上面找不到微粒贷啊,打开钱包没有微立贷,0
能取现吗？,借的钱可以提现吗？,1
呵呵，逐步是什么时,咋推荐,0
3600逾期罚多少,假如晚还了，有滞纳金没？滞纳金是按什么算,0
我想降低额度,额度怎么降低了,0
微粒贷在我钱包不见了,前几天出现微粒贷现在没有了？,1
解除实名认证微粒贷入口不见了,原本我有微粒贷的，但是我删掉银行卡之后就不见了,1
如何变更银行卡还款?!,变更还款卡号需要怎么变更？,1
借款 换卡 人呢,你好，如何更换还款银行卡？,1
但没接到你们的电话审核,已申请未接到确认电话,1
无法登陆,怎么没法登录了,1
乍样取消，借款申请,可以取消借款么？,1
全额还款后可以马上申请贷款吗？,全额还款后什么时候还能借,1
钱提前三个月还完还可以再接吗,我之前的卡过期了，银行给我换卡，卡号有变需要更换银行卡还款,0
账单日是几号,当日还款,0
免息券,七天免息期优惠券,1
如何更改号码,手机预留电话停用，刚去银行更换了手机号码，还是原来那个手机号码,0
是你们的号码,是不是你们微众银行号码？,1
一万多少钱一天,借款,0
你在吗？,在不在？,1
什么时候可以使用贷款业务？,你什么时候才能放贷,1
利息什么时候开始扣款,微粒贷还款周期最低五个月，如果我今天贷款，可以明天就全额还款吗？利息就是算一天的是吗？,0
不知道我在不在邀请范围,微信上没有这一项,0
手机号可以换？,我手机上暂时没有微粒贷图标。,0
上面写着微粒贷即将开放,qq微粒贷怎么申请,0
你好！这个资金可以取出来吗？,qq微粒贷可以直接取现吗,1
预留手机号码不正确,怎么更改确定电话号码,1
我要更换手机号,你们发的提醒通知我想更改手机号,1
怎么样给我升额度,如何提升额,1
为什么提交失败,以前的审核没有通过，我想要求重新审核,0
我要抽奖,怎么绑订银行卡,0
补全身份证那一栏只能打4位数，就打不过去了,这个补全身份证是输入后四位吗,1
电话第一次没接到,上午有事没接到电话，现在可以接了。,1
如果提前还钱的话！余下的利息就不要还了对吗,如何结款,0
借款申请,贷款,1
预留的电话号码停用，怎样更改,可以换手机号码不,1
#反馈#我怎么没有显示,18岁可以有微粒贷吗,0
2，我可以申请微粒贷吗？,开通,0
靠，为何不能通过微信零钱还款，害我又冲进来了，现在又提现，好不完善,逾期的第二天现在为什么不可以自助还款,0
你好，我提交了借款申请什么时候可以处理好？,人工客服,0
连本带息是多少？,现在微粒贷的日利息是万分之3还是万分之5,0
已还款，怎么还不能借。,今天不好还款吗,0
如何填写资料,你好，我的为什么提示信息不一致？,0
为何借款未通过？,为什么不能通过,1
你好如果我借一万元，借两天便还清，那利息怎么算,你好利息多少,0
你好，我要关闭微粒贷！,取消微贷,0
qq上怎么没有微粒贷,为什么我第一次借款成功了，我提前还款后就不能借了呢 没有结果,0
分期提前还款,如果提前还清所有借款，利息是怎么样算的,0
为什么我有现金贷却没有微粒贷,没有看到钱包有微粒贷,1
借款一万一天的利息是多少？,1000元一个月是多少,0
借来的钱可以直接提现吗,借贷的钱，可以提现么？,1
怎么查银行到账,我付款了！没收到邀请码,0
没收到确认电话,我申请了多久联系我,1
怎样加入,怎样加,1
还款失败,请再操作一次自动还款扣款,0
微粒借的钱可以用到哪里消费,什么情况算是违约,0
手机理财里没有微粒贷,我的,0
刚才忙去了没听到，现在可以打电话审核了,你好，明天打电话确认可以吗,1
微粒贷开通有什么要求,g7开通,0
微信上绑定银行卡,如何换银行卡绑定的手机号？,0
开不了,‍我怎么‍开‍不‍了‍户‍啊,1
为什么一直显示综合评估未通过,为什么我这里显示综合评估未通过，,1
上海银行,信用卡可以转钱到微众銀行吗,0
估计要多长时间,没有人打电话啊，然后就提示有未接电话呢！啥情况,0
什么时候才开放到我啊？ 我能申请吗,"1,何时会邀请我使用微粒货",1
下午几点扣款啊,5点前会自动扣款是吧,0
先还500怎么设置,假如我贷款了想一次还款，怎么,0
今天刚把所有贷款提前还清，我想循环使用，想问问几时才可以继续借款,三月后提前还款怎么算呀,0
为什么评估不合格,为何没我通过评估,1
你好，刚刚打电话我没接到。,审核电话没接到,1
错过电话确认,电话刚没有接到！,1
借款可以用于还信用卡吗？,那个违约金是什么意思,0
为什么我qq上有但是综合审核未通过怎么回事？,为什么我一直显示综合评估未通过啊,1
微粒贷什么时候才会有,微粒贷为什么有些人有,0
还清,我之前好像用过，我查查还清了吗,0
你好，自动还款怎么显示还未还款成功，都第三天了，会不会影响我的信用,为何不同的人利率不一样,0
帮我开通微粒贷qq号,手机收到微粒贷激活,0
借款合同,我要签合同,0
用其他銀行卡怎麼还,怎么选择其他银行卡手动还款？,1
为什么QQ上打开微粒贷显示综合评估未通过,为什么我的评估报告没有通过？？？,1
只用一个月如何计息,利率,0
你好怎么开通微粒代,微粒贷怎么才能被邀请开通,0
10000分10期还款怎么支付,1天内还钱,0
我的手机在家里经常没有信号 有可能接不到他们的电话 我可以主动打电话过去吗？,我想问下，让等电话确认，一直也没有电话,1
为什么说我不符合借贷条款,人品值有什么用吗,0
不想借了，马上可以取消吗,不好意思，昨天可能是我朋友想以我的名义借款,1
什么时候有众享太平90？,众享太平90知道什么时候会有售吗,1
信息说22点前存钱进扣费 但是没有自动扣费,卡上早已转入2000元，为何未从浦发银行扣款,1
一般什么时候电核？,一般申请什么时候客服打电话,1
申请这么久都没批准,你们最短时间能审批,0
1平安银行还款失败,今天还款没有成功,1
我这里借款出现异常,为什么我申请借款不成功呢？,1
历史还款记录,想查一下还款记录,1
换卡不到,以前绑定银行卡丢了，换卡怎么办,0
提交后显示未满足审批要求,提示为不满足审批要求,1
为什么说我通过却没有额度,为什么邀请我开通了微粒贷，我会没有额度,1
我怎么没得微粒贷呢,手机哪里打开QQ钱包,0
如何实名认证,微粒贷需要实名拍张认证吗,1
看到图标了，但是不能查看额度,有提示（无法查看额度）,1
我在微众买的大成趋势回报基金昨天涨幅0.4%，但是金额不对，怎么回事？,提现失败 ，不知道原因,0
开通微粒,如何才能受邀,0
你好，抢购手机的活动属实吗,那个抢购活动,0
我现在无法还款礼拜1还可不可以,我说可以十号还吗，我现在无法还款,0
晚三天还款会罚息多少？,请问百分之0.05的月息是多少？,0
借还款记录可以删除吗,我还款记录良好啊,0
为什么我不能开通？,为什么不能,1
看不见,如果获取权限,0
怎么样才有微粒贷 为什么我没有,看不见在哪里,1
1.合适会邀请我使用微粒贷,你邀请我 想贷款,1
一般多久才打电话来的？,一般多长时间银行回会打电话,1
以前帮定的卡丢了.如何在换一张卡帮定呢,换卡 换卡还款,1
强开可信吗,不借了,0
刚刚已经结清微粒贷的借款，能帮我发一张证明吗,开局结清证明,0
你们扣款失败了。,为什么扣款还没成功？,1
我比他们的消费还多呀,账务,0
身份错误,我怎么验证身份,0
如何重新绑定其他银行卡,卡号重新绑定,1
你好我想申请微粒贷,您好，我想试用一下微粒贷，请问可以申请内测一下吗？,0
微米粒怎么用,这个怎么用,1
安卓系统的不可用吗,支持安卓系统手机申请吗？,1
K开通,一般邀请那些客户？,0
每期账单能提前还吗？,就是说我如果现在提前还款还要还多少,0
身份验证失败,我验证时不小心输错了身份证号码怎么办,0
登陆方式,微众金购买怎么操作,0
1.微粒贷介绍？为什么没有微粒贷？,2.为什么没有微粒贷啊,1
可以在微信钱包一次还清吗,可以一下还清不,1
我退掉,怎么关闭微粒贷哦,1
你们打电话，我没接到,忙了 没接到电话,1
14号几点扣款,一般自动扣款是什么时候,1
为什么我还没收到借钱呢！,为什么我没有收到确认电话,1
为什么我的个身份证输入不了，就显示身份证输入次数过多，无法借款,姓名和 身份证后四位都没有输错 怎么就跳出来说身份证信息输入错误过多 无法借款？,1
什么叫未满足微粒贷的银行审批要求,微粒贷支持的银行,0
但是借款没成功,为什么我的可借额度有12000，怎么借不出来,0
一般借款额度多少,6000元可借额度，单笔最小可借额度是多,1
为何每次借款输入验证码按下一步后都只显示正在加载就不动啦?,你好，我更改了手机号码收不到验证码怎么办,0
20期可以提前还款吗,还款20个月，可以提前还款,1
7号是不是自动扣款？,如何使用非绑定银行卡还款,0
我想在借钱是不是的把这次借的还完才能在借啊,你好，今天已自动还清了今个月的，查了下还显示今个月22号又要还,0
客服,就是这次全部还清贷款，怎么借款额度还是不见有所提高呢？,0
我什么时候可以向你借钱？,几时可以借款,1
你好 我想贷款20万,你好，在你们这贷款，请问你们需要什么证 件?,0
为何借款时验证码发送到以前的号码，而不是现在的号码上？,你好！为什么在验证码确认身份环节点击下一步操作时还是老发验证码？？,0
可以发我的那个帐单来吗？,业务账单,1
为什么我的借不出来,QQ的微粒贷 怎么借款总失败,1
变更还款卡号怎么变更,我昨天改了还款卡啊。你们提示成功。怎么又扣之前的卡了,1
开通失败,我的姓名和身份证号输入不进去？,0
一个人可以开几个账户,又要我开户，怎么回事？,0
为何借款失败,借款申请失败是什么原因,1
一直没有接到审核电话,不好意思，刚刚出去了一下没接到电话,0
你好，我换了新卡，今天自动还款失败。,17点之前还上了，怎么还没有扣款，会不会影响各人征信,0
申请后需要什么资料,需要什么证明,1
请问利息是按当天计算的吧,一个月内还清要利息么,0
什么时候还款,我忘记几号还款了,1
为什么审核电话之后借款失败？,你好，我的审批怎么没通过,1
我的额度可以申请提高吗,如何提高额度,1
我要看我的帐单,30000分20期的每期账单,0
原绑定卡丢失,如何借款，需要绑定银行卡吗,0
为什么我刚刚借的一千元没有到账成功,为什么这么久了我微粒贷还没开通,0
如果在借款十天后还款可以吗？有没有违约金？,如何还违约金,0
安卓手机可以用吗,安卓用户不行么,1
21号还款可以不,从另一张卡里扣钱,0
我想关闭微粒贷，我从未借过款,我想把微信粒贷取消掉，怎么取消,1
为什么显示说身份信息输入多次错误？无法借款？我的身份证后四位并没有输入错误啊,显示身份证号码输入次数太多,1
几天批复,放款查询,0
为什么我没有微粒贷 为什么我没有微贷粒,我一年仍然没有开通,0
逾期,昨天没有扣款 刚才农行短信通知我已经扣款  微粒贷提示我 逾期  逾期怎么处理,1
一半可以贷款多少钱,QQ微粒贷与微信微粒贷是同一额度的吗,0
怎么前面问了几次都没人答？怎样参与抢购,微粒贷购买苹果7plus,0
什么时候还款呢,你好！怎么计算还款日的？例如我20号借了5000，那下个月还款日是几号？,1
我的还款可能会延迟一天，提现未到账，银行卡明天才到账,今天是我的还款日，申请延期10天左右还款,1
我想解除银行卡怎么解除,如何把钱退回银行卡,0
一次性还清，再什么时候可以再借,一笔款项还清多久可以再借款？,1
想借钱,我想借贷,1
刚刚已经结清微粒贷的借款，能帮我发一张证明吗,2016年1月15号结出的15000已在之前还清，请问怎么开结清证明,0
从 从活期+转出不成功,如果赎回未到帐可以取消提现？,0
微信银行用微信账号登录怎么登不上？,登不上了,1
免息券如何领取,你好，怎么获得优惠券,0
6000元每天利息多少钱,5500需要换多少利息？,0
我想问一下，本来今天还款的，可以逾期1天还吗？,5号到还款日了，没准备钱，能宽限一个月号,1
一笔借款还清后额度是不是马上恢复。马上又能再借,一笔还完，金额何时恢复？,1
好像没有,我是无,1
你好，我为何借款不成功,为什么借款不成功，只是显示正在加载,1
钱没还完，微粒贷不见了,我一看微粒贷一下就消失了,1
我只用两天5万元，是多少息,请问百分之0.05的月息是多少？,0
怎么改还款日,请问如何调整每个月的还款日,1
怎样换手机号绑定,你好，请问可以变更绑定的电话号码吗,1
微料贷可以提取现金吗,能取现吗,1
微粒贷的利息是,一万块一年多少利息,0
1何时会要请我使用微粒贷,为什么我没有微粒贷 什么时候开通呢,0
凌晨有电话吗,为什么打客服电话是空号那,0
我想看下自己的授权额度，怎么看不了,给我发了邀请为什么没有额度,0
为满足微众银行审批要求是啥意思,不符合标准什么意思,1
我二十一号己邀请了，我今天五点钟申请了，到现在还没电话或信息通知啊,昨天晚上申请的，现在都没消息，效率太慢了,1
微粒贷能关闭吗,怎么取消QQ微粒贷,1
为什么我的微粒贷不见了,钱包里的微粒贷消失,1
不想要怎么取消呢,不要再打来了,1
可以分期还吗,分期还款,1
为什么会审核未通过,为什么审核未通过呀？,1
6:未满足微众银行审批要求,借款失败，审核未通过什么原因?,1
5月8号还款 今天9号了怎么还没扣款,为什么一直不扣款？应该18号就扣款的！,1
、请问我怎么没受邀微粒贷,在QQ哪里可以看到微粒贷,0
什么时候可以借款呢,什么时候可以再次借款,0
不给开  还老发消息,为什么我手机没有开放,0
关了微粒贷吧，你们,如何取消钱包里的微粒贷？,1
何时能受邀开通微粒贷,下来钱,0
再次电话要等多久,什么时候会来电话,0
额度能提高吗,额度是自动提升吗,1
为什么说我评估不上,为满足审批要求是什么意思,1
假的我微信消费5--6万也没看到把我给开通,为什么我没有开通啊,1
你好我的审核为什么没有通过,为什么会贷款未通过,1
9000本金 借30天的最后还款金额是多少？,1万贷1年多少利息,0
如何提升额头,如何提升额都,1
为什么我手机下载不了你们微粒贷,为什么手机里面没,1
今天我把所有的欠款提前还清额度还会实时回复吗？,为什么提前还清一笔借款时提示：银行系统升级，暂无银行卡用于还款？,0
亲为什么我的审批不通过的,为什么还款及时会提示综合评估未通过,1
我想修改还款的储蓄卡，怎么操作？,怎么改还款卡号,1
我要修改绑定银行卡,银行卡绑定好，就可以借钱了吗,0
可以取出来用吗？,可不可以取现,1
我的贷款已提前还清，能不能提供一份纸质还清证明?急用。谢谢。,全部还清是随时还,0
24小时在线，要等多长时间,没有人打电话,1
想关闭,取消业务,1
一直让输入验证码，没有显示借钱成功是什么情况,一直在输验证码和支付密码这两个页面转换不显示其他的啊,1
为什么没有微粒贷 额度,开通了微粒贷，为什么没有额度,1
借款后为何收不到电话确认,为什么我借款后，已经好几天都是显示，等待银行确认电话,1
借的钱能用来还信用卡吗,请问，违约金怎么算,0
借钱怎么没有一个月还钱,假如我贷款了想一次还款，怎么,0
现在不可以还款吗？,现在为什么不能全额还款,1
我刚提交了借款，怎么没有成功呢,借款显示失败没用,1
何时被邀请使用微粒贷,不是邀请的客人怎么办,0
什么时候能够开始提供贷款服务,提前还清欠款能再贷吗,0
获取更多菜单,业务菜单,1
微粒贷图标不见了,为什么我的微粒贷不见了,1
为什么我借钱交易失败,为什么不能借款,1
为满足审批要求什么意思，可以详细点么？,我的为什么不满足微众审批,1
我的微信里面没有微借钱的功能,如何还违约金,0
可以删掉借还记录吗,删除还款记录,1
多久才能提升信用度 多久才能提升信用度 多久才能提升信用度 重要的事非得要说三遍吗,多久帮我提升额度,1
这个贷款可以提前还款吗？,可否单笔提前还款,1
为为什么我的微信没法微粒贷,我微信的窗口怎么没微粒贷呢？,1
什么时候我申请才能通过,何时会来,1
当时申请不了就等邀请了,好想尝试呀！何时邀请我,1
'为什么有的人微信没有微粒贷,为什么QQ上接到邀请，可是找不到了,0
提交借款后多久有电话来,多久会收到客服电话,1
我这个算不算预期,我的今天是还款日忘记往银行卡存钱了刚才刚存上能不能还款成功,1
结清凭证,我需要一个结清证明,1
提前还款了什么时候能再次借,还款日第二天还可以吗？,0
为什么一次最高只能4万,可以直接借10万吗？,0
办完多久到账,什么时候开通,0
客户电话多少,我给他们打电话可以吗,0
如何申请微粒贷,如何开通微粒贷,1
我收款的银行卡没用了，可以换过卡吗,换卡好了,0
你好。可以取现金的吗?,你好我这个款可以全部取出来进货用吗,1
我在19:43申请的什么时候会来电话,一般多长时间打电话来审核,1
借款时间长短利息都一样吗,借贷周期5期和10期利息一样吗,1
苹果手机没有微粒贷吗,支持苹果手机吗,1
开通微粒贷要写身份证号码吗,我工作稳定收入也高，QQ号等级也可以也开通了财付通为啥没有微粒贷？,0
如果在借款十天后还款可以吗？有没有违约金？,违约金是指什么？,0
QQ微粒贷如何关闭,取消贷,0
开通条件,开通微利贷,1
我这号没这功能的,没这个功能,1
换卡需要多久,我重新补办了银行卡，帐号有变动，对还款有影响吗？,0
你好，还款成功有凭证吗,我要开结清证明,1
已关关微粒贷的重新启用,微粒贷提前结清后是否可以再次使用,0
结清证明有纸件吗？,一次性还清,0
QQ钱包內没找到,1看不到微粒贷路标,0
就是想关闭微粒贷,之前有出现微粒贷，开通啦！之后又关闭啦！现在想用，怎样再可以用,0
立即还款后多少时间才能再借,如果我今天借款10000～账单日几号～还款日几号～每月利息多少,0
估计要多长时间,没有听到来电,0
我没接到电话。,为啥没接到银行电话,1
为什么会借钱失败,为什么总是借钱申请失败呢？,1
如何能快速成为你们受邀的客户,我的微信怎么没有微粒贷功能？,0
微利贷输入信息错误三次后自动借不了钱了,我今天早上还款，然后不知道卡里没钱了，扣款失败，现在我充进去了，麻烦再扣一次,0
借款时的银行卡丢了,微粒贷口袋出现后  原来的银行卡解绑换了别的卡还能借款吗,0
电话第一次没接到,我电话错过了,1
10个月多少利息,10万的联系是多少,0
可以提前还清贷款吗,哥，可以一次提前还清不,1
3000第一个月还多少,如分十期，每期还多少,1
您好，我想问一下假如我贷一万元钱，分10个月还款，利息总共是八百元多，如果我提前将钱还上，也是要承受八百多元的利息吗？,每个月利息一样的？,0
QQ能不能申请微粒贷？,Shen申请,0
可不可以提前还款,卡内余额够但是不能提前还款,1
，自动扣除还款的银行卡怎么更换,怎么取消改改还款银行卡?,1
为什么我申请借款了没有成功,上边可借56000元为什么申请不成功,0
就是我民生银行卡之前是预留152号码，现在下午刚换了186号码。,之前绑定的手机号码已更改，怎么更改,1
亲，我压根就没有接到电话，哪来的电话未接听,刚才没接到，你们的客服电话响一声就挂了？？,1
之前借了一笔没还清…现在又借一笔，还款日都是1号吗？,我昨天还款了为什么今天提示还要还款？,0
还款曰是什么时候？,已经超过还款日的凌晨了,0
"""借款失败""",1.借款失败原因,1
为毛评分不够,为什么综合评估不过，我又没拖欠,1
怎么办,l开通,1
为什么绑定银行。说对方银行处理失败,理财产品申购失败,0
为啥微信上木有,但是没有电话,0
为什么我的要输入很多次验证码和支付密码还是不行,为什么没有验证支付密码,0
比支付宝差多了,还不如用支付宝去了,1
7000应该还多少,你就帮我算算 借了6000 元十个月一共要还多少钱,1
手机掉了,我银行卡是手机老号码，现在换了号码，验证码发到老手机号码去,0
银行电话啥时候打,审核大概多久,0
微粒贷因为注销了支付现在没有可以重新开通吗,七夕节能都有微粒贷免息优惠券相赠呀？好期待再次使用你们的产品啊,0
未通过审核,我为何没有额度啊,0
不是有电话确认，为什么还没来,但是我这边压根就没有显示来电,0
借款不能用于哪些项目,如果在借款十天后还款可以吗？有没有违约金？,0
为什么会借钱失败,‍姓名格式错误怎么回事,0
如何解除绑定卡号,怎样查找绑定的银行卡,0
为什么今天登录不了呢,你好，登录不上呢,1
怎么降低微粒贷额度？,如何降低微粒贷额度,1
提前还清，额度是否能再用,你好，提前还清可以再继续借贷么,1
我怎么开不了微粒贷呢？,如何填写补全身份证,0
你好客服电话是？,你电话多少 微信可以贷款了吗,1
钱包没图标,我而页面没提醒,0
多久客服会给打电话,刚给我打个电话过来没有接通，要多久再次致电,0
强烈要求开通范围,就告诉我咋个开通,0
超出一个月未还款，利息是多少,是第二天就还就还一天的利息吗？,0
你妹的微众银行原来是个空壳子，目的是想让人把钱往里存，理什么财什么交易风险评估？不评估下微众银行本身的风险吗？,金融危机,0
为什么不到账，我卡上没钱，,一个小时了还没有到账,1
不能如期还款可以申请延期几天？,就是说可以推迟一天是吧,0
一星期还怎么算,什么时候不能提前还清,0
2为什么我微信上就没有,QQ上怎么贷不了,0
为什么还款了！恢复不了额度？,下次借款要多久,0
4怎么算利息,还款要手续费,0
